measurement;ID;ID2;date;d18O;x;y;SE_permill;SE_percent;OH;Distance_um
14;L;BH-01774;14.09.2021;-3.5281272;5432;-749;0.2;0.05;0.0345;913.8933198
15;L;BH-01774;14.09.2021;-3.2371242;5409;-775;0.2;0.08;0.0372;879.1837123
16;L;BH-01774;14.09.2021;-3.4602265;5385;-801;0.18;0.16;0.0393;843.8009244
17;L;BH-01774;14.09.2021;-3.2856247;5361;-827;0.16;0.18;0.041;808.4182086
18;L;BH-01774;14.09.2021;-0.9576007;5338;-853;0.18;0.07;0.0397;773.7086015
19;L;BH-01774;14.09.2021;-2.4708163;5314;-879;0.14;0.12;0.0381;738.3258088
20;L;BH-01774;14.09.2021;-3.3923258;5290;-905;0.18;0.19;0.0357;702.9430987
21;L;BH-01774;14.09.2021;-3.1013228;5267;-931;0.16;0.05;0.0372;668.2334921
22;L;BH-01774;14.09.2021;-2.9655214;5243;-957;0.19;0.05;0.038;632.8506933
23;L;BH-01774;14.09.2021;-3.3826257;5219;-983;0.2;0.04;0.0385;597.4679908
24;L;BH-01774;14.09.2021;-3.3923258;5196;-1009;0.18;0.21;0.0416;562.7583851
25;L;BH-01774;14.09.2021;-1.665708;5172;-1035;0.19;0.06;0.036;527.3755777
26;L;BH-01774;14.09.2021;-1.9179106;5148;-1061;0.17;0.14;0.0405;491.9928861
27;L;BH-01774;14.09.2021;-3.3826257;5125;-1087;0.17;0.11;0.0418;457.283282
28;L;BH-01774;14.09.2021;-3.4020259;5101;-1113;0.17;0.07;0.0405;421.9004622
29;L;BH-01774;14.09.2021;-3.9549316;5077;-1139;0.16;0.15;0.042;386.5177874
30;L;BH-01774;14.09.2021;-3.5475274;5054;-1165;0.22;0.08;0.0422;351.8081864
31;L;BH-01774;14.09.2021;-3.4796267;5030;-1191;0.2;0.07;0.0441;316.4253466
32;L;BH-01774;14.09.2021;-4.672739;5006;-1217;0.26;0.06;0.0471;281.0427014
33;L;BH-01774;14.09.2021;-4.2944351;4982;-1243;0.16;0.06;0.0477;245.6603346
34;L;BH-01774;14.09.2021;-4.7309396;4959;-1269;0.15;0.05;0.0478;210.9502311
35;L;BH-01774;14.09.2021;-4.4108363;4935;-1295;0.23;0.05;0.0467;175.5676508
36;L;BH-01774;14.09.2021;-4.6145384;4911;-1321;0.2;0.05;0.0456;140.1855913
37;L;BH-01774;14.09.2021;-5.0219426;4888;-1347;0.21;0.04;0.045;105.4751155
38;L;BH-01774;14.09.2021;-4.9831422;4864;-1373;0.19;0.08;0.0463;70.09279564
39;L;BH-01774;14.09.2021;-4.5660379;4840;-1399;0.21;0.35;0.0477;34.71310992
40;L;core;14.09.2021;-4.3332355;4817;-1425;0.21;0.1;0.0452;0
1;M;margin;14.09.2021;-0.6859979;6980;322;0.16;0.15;0.0302;1596.451377
2;M;BH-01776;14.09.2021;-1.5202065;6945;326;0.16;0.19;0.0315;1561.2258
3;M;BH-01776;14.09.2021;-2.247714;6910;330;0.21;0.1;0.0352;1526.000328
4;M;BH-01776;14.09.2021;-2.4708163;6876;334;0.23;0.21;0.0364;1491.767073
5;M;BH-01776;14.09.2021;-3.0916227;6841;339;0.19;0.08;0.0323;1456.416493
6;M;BH-01776;14.09.2021;-1.6366077;6807;343;0.16;0.09;0.0331;1422.183181
7;M;BH-01776;14.09.2021;-1.7045084;6772;347;0.24;0.06;0.0339;1386.957822
8;M;BH-01776;14.09.2021;-0.4919959;6738;352;0.18;0.07;0.0335;1352.599349
9;M;BH-01776;14.09.2021;0.7108165;6704;356;0.15;0.09;0.0351;1318.366034
10;M;BH-01776;14.09.2021;-2.6260179;6669;360;0.19;0.05;0.0336;1283.140678
11;M;BH-01776;14.09.2021;-2.7036187;6635;365;0.16;0.22;0.035;1248.782207
12;M;BH-01776;14.09.2021;-3.0819226;6600;369;0.17;0.13;0.0328;1213.556756
13;M;BH-01776;14.09.2021;-3.1498233;6566;373;0.17;0.06;0.0358;1179.323535
14;M;BH-01776;14.09.2021;-3.1595234;6532;378;0.16;0.2;0.0328;1144.965065
15;M;BH-01776;14.09.2021;-3.605728;6497;382;0.19;0.23;0.0326;1109.739609
16;M;BH-01776;14.09.2021;-3.4214261;6463;386;0.19;0.16;0.0402;1075.506392
17;M;BH-01776;14.09.2021;-1.9276107;6428;391;0.17;0.08;0.0362;1040.155758
18;M;BH-01776;14.09.2021;-0.6665977;6394;395;0.15;0.13;0.0336;1005.922462
19;M;BH-01776;14.09.2021;0.0609098;6360;399;0.16;0.12;0.0317;971.6892507
20;M;BH-01776;14.09.2021;-1.0740019;6325;404;0.17;0.1;0.0335;936.338614
21;M;BH-01776;14.09.2021;-1.4911062;6291;408;0.2;0.22;0.0348;902.1053154
22;M;BH-01776;14.09.2021;-1.8888103;6256;412;0.17;0.11;0.0344;866.8800378
23;M;BH-01776;14.09.2021;-2.4223158;6222;417;0.16;0.04;0.0348;832.5214712
24;M;BH-01776;14.09.2021;-2.1798133;6188;421;0.21;0.1;0.0299;798.2881685
25;M;BH-01776;14.09.2021;-3.6445284;6153;426;0.21;0.16;0.032;762.9377432
26;M;BH-01776;14.09.2021;-3.9064311;6119;430;0.18;0.19;0.0314;728.7043296
27;M;BH-01776;14.09.2021;-3.1789236;6084;434;0.17;0.17;0.031;693.478911
28;M;BH-01776;14.09.2021;-4.1198333;6050;439;0.17;0.07;0.033;659.1206263
29;M;BH-01776;14.09.2021;-3.702729;6016;443;0.19;0.08;0.0322;624.8871898
30;M;BH-01776;14.09.2021;-4.0519326;5981;447;0.16;0.15;0.0333;589.6617675
31;M;BH-01776;14.09.2021;-4.6242385;5947;452;0.18;0.51;0.0269;555.3035206
32;M;BH-01776;14.09.2021;-3.8773308;5912;456;0.16;0.24;0.0326;520.0778788
33;M;BH-01776;14.09.2021;-3.6154281;5878;460;0.19;0.04;0.0376;485.8446254
34;M;BH-01776;14.09.2021;-3.5184271;5843;500;0.22;0.17;0.0438;447.4930167
35;M;BH-01776;14.09.2021;-4.1586337;5809;469;0.15;0.13;0.0391;416.2607356
36;M;BH-01776;14.09.2021;-4.8570409;5775;473;0.16;0.19;0.041;382.0274859
37;M;BH-01776;14.09.2021;-5.0025424;5740;478;0.17;0.15;0.0405;346.6770832
38;M;BH-01776;14.09.2021;-5.0995434;5706;482;0.2;0.16;0.0404;312.4435949
39;M;BH-01776;14.09.2021;-4.6436387;5671;486;0.19;0.2;0.0408;277.2183255
40;M;BH-01776;14.09.2021;-4.6533388;5637;491;0.17;0.1;0.0409;242.860042
41;M;BH-01776;14.09.2021;-4.8958413;5603;495;0.16;0.04;0.0398;208.6264605
42;M;BH-01776;14.09.2021;-4.4302365;5568;499;0.2;0.08;0.0409;173.4012687
43;M;BH-01776;14.09.2021;-4.8764411;5534;504;0.18;0.07;0.0419;139.0431588
44;M;BH-01776;14.09.2021;-4.4496367;5499;508;0.21;0.08;0.0404;103.8171469
45;M;BH-01776;14.09.2021;-4.3041352;5465;513;0.24;0.13;0.0394;69.46221995
46;M;BH-01776;14.09.2021;-4.4884371;5431;517;0.19;0.2;0.038;35.22782991
47;M;core;14.09.2021;-4.0519326;5396;521;0.17;0.11;0.0382;0
1;N;margin;14.09.2021;-1.5105064;6555;2215;0.19;0.08;0.0361;1136.630987
2;N;BH-01877;14.09.2021;-2.5581172;6520;2211;0.19;0.16;0.0372;1101.406828
3;N;BH-01877;14.09.2021;-2.9946217;6485;2207;0.13;0.05;0.038;1066.182911
4;N;BH-01877;14.09.2021;-3.3826257;6451;2204;0.18;0.08;0.0368;1032.052809
5;N;BH-01877;14.09.2021;-2.3156147;6417;2200;0.18;0.05;0.0397;997.8241328
6;N;BH-01877;14.09.2021;-2.0634121;6383;2197;0.24;0.13;0.0413;963.6939348
7;N;BH-01877;14.09.2021;0.2840121;6348;2229;0.15;0.06;0.0365;932.6869786
8;N;BH-01877;14.09.2021;-1.9955114;6314;2190;0.16;0.06;0.0373;894.3399801
9;N;BH-01877;14.09.2021;-2.2768143;6280;2187;0.18;0.13;0.0356;860.2098581
10;N;BH-01877;14.09.2021;-2.7812195;6246;2183;0.17;0.09;0.0367;825.9812347
11;N;BH-01877;14.09.2021;-2.7521192;6211;2180;0.2;0.07;0.0379;790.8558655
12;N;BH-01877;14.09.2021;-2.7230189;6177;2177;0.19;0.03;0.0385;756.725842
13;N;BH-01877;14.09.2021;-2.8200199;6143;2173;0.13;0.1;0.0372;722.4970588
14;N;BH-01877;14.09.2021;-2.2962145;6109;2170;0.15;0.09;0.0358;688.366908
15;N;BH-01877;14.09.2021;-3.1304231;6075;2166;0.19;0.06;0.0372;654.1383646
16;N;BH-01877;14.09.2021;-3.4408263;6040;2163;0.18;0.09;0.0408;619.0129239
17;N;BH-01877;14.09.2021;-2.1798133;6006;2160;0.21;0.12;0.041;584.8828943
18;N;BH-01877;14.09.2021;-0.9770009;5972;2156;0.23;0.1;0.0362;550.6541564
19;N;BH-01877;14.09.2021;-1.665708;5938;2153;0.22;0.25;0.0386;516.5239588
20;N;BH-01877;14.09.2021;-2.7230189;5903;2149;0.2;0.1;0.041;481.300322
21;N;BH-01877;14.09.2021;-3.0916227;5869;2146;0.19;0.18;0.0395;447.16999
22;N;BH-01877;14.09.2021;-3.6833288;5835;2143;0.16;0.14;0.0388;413.0399496
23;N;BH-01877;14.09.2021;-4.3623358;5801;2139;0.18;0.06;0.0398;378.8112987
24;N;BH-01877;14.09.2021;-4.3138353;5766;2136;0.19;0.06;0.0432;343.6859031
25;N;BH-01877;14.09.2021;-3.6348283;5732;2132;0.16;0.08;0.0431;309.45759
26;N;BH-01877;14.09.2021;-4.3720359;5698;2129;0.24;0.06;0.0449;275.3270782
27;N;BH-01877;14.09.2021;-5.3614461;5664;2126;0.17;0.14;0.0474;241.1970149
28;N;BH-01877;14.09.2021;-4.3041352;5630;2122;0.14;0.16;0.0379;206.9685967
29;N;BH-01877;14.09.2021;-4.1683338;5595;2119;0.2;0.07;0.0384;171.8429516
30;N;BH-01877;14.09.2021;-4.1974341;5561;2115;0.17;0.1;0.0408;137.6154061
31;N;BH-01877;14.09.2021;-4.6436387;5527;2112;0.19;0.05;0.0414;103.4842983
32;N;BH-01877;14.09.2021;-4.3429356;5493;2109;0.19;0.11;0.0419;69.35416354
33;N;BH-01877;14.09.2021;-4.1198333;5458;2105;0.23;0.07;0.0409;34.13209633
34;N;core;14.09.2021;-4.0422325;5424;2102;0.13;0.09;0.038;0
1;O;margin;14.09.2021;NA;479;3402;0.42;0.82;0.0451;2012.168234
2;O;BH-01922;14.09.2021;-4.3138353;512;3390;0.25;0.09;0.0374;1977.07056
3;O;BH-01922;14.09.2021;-4.3041352;545;3378;0.18;0.06;0.0361;1941.973481
4;O;BH-01922;14.09.2021;-4.1101332;579;3367;0.2;0.08;0.0328;1906.238705
5;O;BH-01922;14.09.2021;-3.1304231;612;3356;0.18;0.12;0.032;1871.45398
6;O;BH-01922;14.09.2021;-3.2468243;646;3345;0.2;0.06;0.0385;1835.719205
7;O;BH-01922;14.09.2021;-5.0801432;679;3334;0.18;0.11;0.0333;1800.93448
8;O;BH-01922;14.09.2021;-3.9355314;713;3323;0.15;0.12;0.0319;1765.199705
9;O;BH-01922;14.09.2021;-3.1692235;746;3312;0.18;0.09;0.0356;1730.414979
10;O;BH-01922;14.09.2021;-5.642749;780;3301;0.15;0.14;0.0331;1694.680206
11;O;BH-01922;14.09.2021;-4.2944351;813;3290;0.16;0.12;0.0298;1659.895479
12;O;BH-01922;14.09.2021;-3.508727;847;3279;0.18;0.09;0.0305;1624.160706
13;O;BH-01922;14.09.2021;-5.5069476;880;3268;0.17;0.05;0.034;1589.375978
14;O;BH-01922;14.09.2021;-4.1780339;914;3257;0.2;0.23;0.0304;1553.641207
15;O;BH-01922;14.09.2021;-2.4320159;948;3246;0.18;0.1;0.0313;1517.906453
16;O;BH-01922;14.09.2021;-5.060743;981;3235;0.2;0.08;0.0302;1483.121708
17;O;BH-01922;14.09.2021;-5.4778473;1015;3224;0.21;0.07;0.0331;1447.386956
18;O;BH-01922;14.09.2021;-5.5554481;1048;3213;0.15;0.15;0.0338;1412.602209
19;O;BH-01922;14.09.2021;-2.9558213;1082;3202;0.21;0.07;0.0316;1376.867459
20;O;BH-01922;14.09.2021;-5.0510429;1115;3191;0.16;0.16;0.0325;1342.08271
21;O;BH-01922;14.09.2021;-5.3226457;1149;3180;0.16;0.07;0.0347;1306.347963
22;O;BH-01922;14.09.2021;-6.0113528;1182;3169;0.16;0.27;0.038;1271.563211
23;O;BH-01922;14.09.2021;-3.5766277;1216;3158;0.2;0.18;0.0319;1235.828467
24;O;BH-01922;14.09.2021;-5.060743;1249;3147;0.19;0.05;0.0337;1201.043713
25;O;BH-01922;14.09.2021;-5.9531522;1283;3136;0.2;0.09;0.0343;1165.308972
26;O;BH-01922;14.09.2021;-6.2829556;1317;3125;0.18;0.07;0.035;1129.574256
27;O;BH-01922;14.09.2021;-4.3914361;1350;3114;0.22;0.04;0.0344;1094.789477
28;O;BH-01922;14.09.2021;-4.9928423;1384;3103;0.16;0.1;0.0347;1059.054767
29;O;BH-01922;14.09.2021;-6.6612595;1417;3092;0.15;0.06;0.0324;1024.269984
30;O;BH-01922;14.09.2021;-6.8940619;1451;3081;0.17;0.07;0.0367;988.5352801
31;O;BH-01922;14.09.2021;-6.0598533;1484;3070;0.17;0.11;0.0367;953.7504915
32;O;BH-01922;14.09.2021;-6.0501532;1518;3059;0.22;0.04;0.0408;918.0157951
33;O;BH-01922;14.09.2021;-4.1295334;1551;3048;0.13;0.1;0.04;883.2310004
34;O;BH-01922;14.09.2021;-6.0598533;1585;3037;0.21;0.09;0.0389;847.4963127
35;O;BH-01922;14.09.2021;-6.2344551;1618;3026;0.2;0.1;0.0381;812.7115109
36;O;BH-01922;14.09.2021;-6.4672575;1652;3015;0.15;0.08;0.0391;776.9768336
37;O;BH-01922;14.09.2021;-6.5060579;1686;3004;0.17;0.15;0.0393;741.2422006
38;O;BH-01922;14.09.2021;-5.3711462;1719;2992;0.16;0.14;0.0414;706.1451692
39;O;BH-01922;14.09.2021;-4.0519326;1753;2982;0.17;0.11;0.039;670.7227445
40;O;BH-01922;14.09.2021;-6.6321592;1786;2970;0.15;0.09;0.043;635.625676
41;O;BH-01922;14.09.2021;-5.4584471;1820;2960;0.2;0.09;0.0383;600.2032989
42;O;BH-01922;14.09.2021;-6.8940619;1853;2948;0.14;0.06;0.0385;565.1061847
43;O;BH-01922;14.09.2021;-6.3993568;1887;2938;0.19;0.09;0.0425;529.683868
44;O;BH-01922;14.09.2021;-6.2926557;1920;2926;0.18;0.05;0.0417;494.5866961
45;O;BH-01922;14.09.2021;-6.8261612;1954;2916;0.19;0.13;0.0438;459.1644586
46;O;BH-01922;14.09.2021;-6.1859546;1987;2904;0.17;0.08;0.0422;424.0672117
47;O;BH-01922;14.09.2021;-5.4972475;2021;2894;0.21;0.09;0.04;388.6450823
48;O;BH-01922;14.09.2021;-5.6136487;2055;2882;0.16;0.14;0.0404;352.5975042
49;O;BH-01922;14.09.2021;-6.903762;2088;2872;0.15;0.11;0.0417;318.1257613
50;O;BH-01922;14.09.2021;-5.9434521;2122;2860;0.19;0.1;0.0414;282.0780034
51;O;BH-01922;14.09.2021;-7.000763;2155;2850;0.27;0.03;0.0396;247.6065427
52;O;BH-01922;14.09.2021;-6.1471542;2189;2838;0.17;0.17;0.0366;211.5585025
53;O;BH-01922;14.09.2021;-7.6409696;2222;2828;0.24;0.05;0.0388;177.087549
54;O;BH-01922;14.09.2021;-5.0995434;2256;2816;0.19;0.09;0.0359;141.0390017
55;O;BH-01922;14.09.2021;-5.0995434;2289;2806;0.2;0.1;0.0365;106.5692263
56;O;BH-01922;14.09.2021;-6.2441552;2323;2794;0.19;0.08;0.0374;70.51950085
57;O;BH-01922;14.09.2021;-6.3702565;2357;2783;0.14;0.08;0.0382;34.78505426
58;O;core;14.09.2021;-5.9628523;2390;2772;0.18;0.1;0.0351;0
1;P;margin;14.09.2021;-6.9425624;2898;0;0.22;0.15;0.0325;1042.253328
2;P;BH-00424;14.09.2021;-7.2141652;2894;-35;0.18;0.2;0.0394;1007.025819
3;P;BH-00424;14.09.2021;-4.3429356;2890;-70;0.21;0.14;0.0358;971.798333
4;P;BH-00424;14.09.2021;-5.8658513;2886;-105;0.24;0.05;0.0342;936.5708729
5;P;BH-00424;14.09.2021;-6.418757;2882;-139;0.18;0.05;0.0317;902.33752
6;P;BH-00424;14.09.2021;-7.6603698;2878;-174;0.18;0.11;0.0327;867.1101429
7;P;BH-00424;14.09.2021;-7.485768;2875;-208;0.15;0.1;0.031;832.9855941
8;P;BH-00424;14.09.2021;-7.8252715;2871;-243;0.19;0.07;0.0327;797.7581087
9;P;BH-00424;14.09.2021;-7.8058713;2867;-277;0.22;0.14;0.0339;763.5247213
10;P;BH-00424;14.09.2021;-7.7476707;2863;-312;0.17;0.08;0.0339;728.2973294
11;P;BH-00424;14.09.2021;-6.8164611;2860;-346;0.17;0.11;0.0345;694.1728891
12;P;BH-00424;14.09.2021;-5.2935454;2856;-381;0.18;0.07;0.0323;658.9453695
13;P;BH-00424;14.09.2021;-5.5845484;2852;-415;0.21;0.11;0.0362;624.7119336
14;P;BH-00424;14.09.2021;-5.9919526;2848;-450;0.17;0.05;0.0383;589.4845206
15;P;BH-00424;14.09.2021;-7.8834721;2845;-484;0.21;0.08;0.0371;555.3602434
16;P;BH-00424;14.09.2021;-5.9143518;2841;-519;0.19;0.11;0.037;520.1326754
17;P;BH-00424;14.09.2021;-6.0889536;2837;-553;0.14;0.07;0.037;485.8991665
18;P;BH-00424;14.09.2021;-6.8358613;2833;-588;0.23;0.07;0.0405;450.6717209
19;P;BH-00424;14.09.2021;-6.8261612;2829;-622;0.16;0.14;0.0438;416.4384708
20;P;BH-00424;14.09.2021;-8.0192735;2826;-657;0.24;0.08;0.0418;381.3200755
21;P;BH-00424;14.09.2021;-7.4566677;2822;-691;0.18;0.04;0.0428;347.0864446
22;P;BH-00424;14.09.2021;-7.7961712;2818;-726;0.17;0.03;0.0409;311.8589425
23;P;BH-00424;14.09.2021;-7.6409696;2814;-760;0.21;0.04;0.0436;277.6256472
24;P;BH-00424;14.09.2021;-7.1462645;2811;-795;0.25;0.14;0.0421;242.5077318
25;P;BH-00424;14.09.2021;-8.1356747;2807;-829;0.31;1.26;0.0507;208.2738582
26;P;BH-00424;14.09.2021;-6.6418593;2803;-864;0.17;0.08;0.0389;173.0462366
27;P;BH-00424;14.09.2021;-7.5439686;2799;-898;0.21;0.05;0.0402;138.8128236
28;P;BH-00424;14.09.2021;-6.4866577;2796;-933;0.19;0.08;0.042;103.696673
29;P;BH-00424;14.09.2021;-6.6903598;2792;-967;0.17;0.07;0.0451;69.46221995
30;P;BH-00424;14.09.2021;-5.9046517;2788;-1002;0.13;0.03;0.0429;34.23448554
31;P;core;14.09.2021;-6.7679606;2784;-1036;0.1;0.05;0.0423;0
1;2;rim;17.09.2021;-5.5069476;6596;-1159;0.14;0.07;0.0309;1567.713303
2;2;BH-91068;17.09.2021;-5.6524491;6564;-1175;0.24;0.11;0.0312;1531.941579
3;2;BH-91068;17.09.2021;-6.2441552;6532;-1191;0.2;0.05;0.0326;1496.170111
4;2;BH-91068;17.09.2021;-5.3226457;6501;-1206;0.21;0.05;0.031;1461.732192
5;2;BH-91068;17.09.2021;-3.8579306;6434;-1186;0.16;0.21;0.0307;1410.675016
6;2;BH-91068;17.09.2021;-4.3332355;6438;-1236;0.17;0.07;0.0299;1391.954022
7;2;BH-91068;17.09.2021;-5.4293468;6406;-1251;0.23;0.1;0.0331;1356.613799
8;2;BH-91068;17.09.2021;-6.6903598;6375;-1266;0.19;0.1;0.0347;1322.175858
9;2;BH-91068;17.09.2021;-6.418757;6344;-1281;0.19;0.06;0.0319;1287.737939
10;2;BH-91068;17.09.2021;-7.3790669;6312;-1296;0.18;0.05;0.0327;1252.3977
11;2;BH-91068;17.09.2021;-4.0422325;6281;-1311;0.19;0.22;0.032;1217.959769
12;2;BH-91068;17.09.2021;-7.8834721;6249;-1326;0.12;0.08;0.0359;1182.61955
13;2;BH-91068;17.09.2021;-8.7176807;6218;-1341;0.21;0.08;0.0307;1148.181606
14;2;BH-91068;17.09.2021;-10.3472975;6186;-1356;0.18;0.1;0.032;1112.841408
15;2;BH-91068;17.09.2021;-9.3675874;6155;-1371;0.16;0.09;0.0333;1078.40345
16;2;BH-91068;17.09.2021;-9.8913928;6124;-1386;0.17;0.09;0.038;1043.965517
17;2;BH-91068;17.09.2021;-9.3093868;6092;-1401;0.2;0.07;0.0378;1008.625302
18;2;BH-91068;17.09.2021;-8.7661812;6061;-1381;0.2;0.04;0.0375;989.7807838
19;2;BH-91068;17.09.2021;-6.6224591;6029;-1431;0.18;0.08;0.041;938.8471654
20;2;BH-91068;17.09.2021;-6.70976;5998;-1446;0.19;0.07;0.0387;904.4091994
21;2;BH-91068;17.09.2021;-7.5633688;5966;-1461;0.19;0.06;0.0377;869.0690421
22;2;BH-91068;17.09.2021;-7.9513728;5935;-1476;0.16;0.15;0.0389;834.6310562
23;2;BH-91068;17.09.2021;-8.1259746;5904;-1491;0.17;0.17;0.0376;800.1931017
24;2;BH-91068;17.09.2021;-6.9522625;5872;-1506;0.19;0.16;0.0362;764.852927
25;2;BH-91068;17.09.2021;-7.8155714;5841;-1521;0.21;0.09;0.0394;730.4149506
26;2;BH-91068;17.09.2021;-7.8543718;5809;-1536;0.14;0.07;0.0379;695.0748161
27;2;BH-91068;17.09.2021;-7.6894701;5778;-1551;0.17;0.09;0.0387;660.636814
28;2;BH-91068;17.09.2021;-7.776771;5747;-1566;0.16;0.11;0.0369;626.1988502
29;2;BH-91068;17.09.2021;-5.6039486;5715;-1581;0.18;0.14;0.034;590.8586972
30;2;BH-91068;17.09.2021;-4.5660379;5684;-1596;0.16;0.11;0.0332;556.4207041
31;2;BH-91068;17.09.2021;-6.6030589;5652;-1611;0.15;0.11;0.0376;521.080608
32;2;BH-91068;17.09.2021;-7.0201632;5621;-1626;0.2;0.12;0.0355;486.6425793
33;2;BH-91068;17.09.2021;-7.388767;5589;-1641;0.15;0.05;0.0348;451.3025593
34;2;BH-91068;17.09.2021;-8.4751782;5558;-1656;0.21;0.19;0.0452;416.8644864
35;2;BH-91068;17.09.2021;-8.2229756;5527;-1671;0.17;0.08;0.0349;382.4264635
36;2;BH-91068;17.09.2021;-7.5439686;5495;-1686;0.14;0.12;0.0357;347.0864446
37;2;BH-91068;17.09.2021;-6.8843618;5464;-1701;0.14;0.1;0.0369;312.6483648
38;2;BH-91068;17.09.2021;-7.8349716;5432;-1716;0.22;0.03;0.036;277.3084925
39;2;BH-91068;17.09.2021;-7.8834721;5401;-1731;0.16;0.13;0.0348;242.8703358
40;2;BH-91068;17.09.2021;-9.1153848;5370;-1746;0.2;0.15;0.0455;208.4322432
41;2;BH-91068;17.09.2021;-9.0183838;5338;-1761;0.19;0.11;0.0349;173.0924608
42;2;BH-91068;17.09.2021;-8.9213828;5307;-1776;0.19;0.21;0.0352;138.6542462
43;2;BH-91068;17.09.2021;-9.2026857;5275;-1791;0.17;0.06;0.0362;103.3150521
44;2;BH-91068;17.09.2021;-9.5421892;5244;-1806;0.19;0.09;0.0351;68.87670143
45;2;BH-91068;17.09.2021;-10.0465944;5212;-1821;0.13;0.13;0.0338;33.54101966
46;2;core;17.09.2021;-9.8234921;5182;-1836;0.19;0.08;0.0335;0
1;3;rim;17.09.2021;-2.3641152;3272;775;0.11;0.14;0.0321;1034.516795
2;3;BH-91117;17.09.2021;-4.6048383;3307;770;0.23;0.11;0.035;999.162149
3;3;BH-91117;17.09.2021;-5.7009496;3342;765;0.17;0.1;0.0382;963.8075534
4;3;BH-91117;17.09.2021;-4.0131322;3377;760;0.24;0.11;0.0331;928.4530144
5;3;BH-91117;17.09.2021;-3.1789236;3413;755;0.17;0.07;0.0321;892.1076168
6;3;BH-91117;17.09.2021;-4.6242385;3448;750;0.11;0.23;0.0359;856.7531733
7;3;BH-91117;17.09.2021;-5.933752;3483;745;0.18;0.04;0.0407;821.3988069
8;3;BH-91117;17.09.2021;-3.4990269;3519;741;0.12;0.08;0.0326;785.1878756
9;3;BH-91117;17.09.2021;-3.5378273;3554;736;0.19;0.08;0.034;749.8333148
10;3;BH-91117;17.09.2021;-4.2459346;3590;731;0.16;0.07;0.0377;713.4879116
11;3;BH-91117;17.09.2021;-5.6815494;3625;726;0.21;0.11;0.0369;678.1334677
12;3;BH-91117;17.09.2021;-6.418757;3660;722;0.14;0.05;0.0364;642.9136801
13;3;BH-91117;17.09.2021;-5.7882505;3696;717;0.16;0.12;0.0365;606.5682155
14;3;BH-91117;17.09.2021;-6.612759;3731;712;0.21;0.17;0.0364;571.2136203
15;3;BH-91117;17.09.2021;-7.0880639;3767;707;0.15;0.02;0.037;534.8682081
16;3;BH-91117;17.09.2021;-7.7864711;3802;702;0.19;0.07;0.036;499.5137636
17;3;BH-91117;17.09.2021;-7.291766;3837;698;0.14;0.06;0.0364;464.2940878
18;3;BH-91117;17.09.2021;-8.0095734;3872;664;0.13;0.35;0.0317;425.9882627
19;3;BH-91117;17.09.2021;NA;3928;758;0.32;0.1;0.0407;388.9601522
19;3;BH-91117;17.09.2021;-6.9231622;3908;688;0.19;0.2;0.0291;392.5939378
20;3;BH-91117;17.09.2021;-8.9213828;3944;683;0.21;0.13;0.0431;356.2485088
21;3;BH-91117;17.09.2021;-5.9725524;3979;678;0.13;0.07;0.0361;320.8940635
22;3;BH-91117;17.09.2021;-7.5148683;4014;674;0.19;0.11;0.0384;285.6746401
23;3;BH-91117;17.09.2021;-9.2026857;4050;669;0.25;0.06;0.0421;249.3290998
24;3;BH-91117;17.09.2021;-9.8622925;4085;664;0.16;0.12;0.0458;213.9742975
25;3;BH-91117;17.09.2021;-9.4548883;4121;659;0.2;0.11;0.0443;177.6288265
26;3;BH-91117;17.09.2021;-8.2326757;4156;654;0.18;0.06;0.0417;142.2743828
27;3;BH-91117;17.09.2021;-8.9504831;4191;650;0.17;0.05;0.0457;107.0560601
